브랜드,상호,주소,군구,위도,경도
스타벅스,도곡역,서울특별시 강남구 남부순환로 2909 (대치동),강남구,37.492167,127.057398
스타벅스,서울세관사거리,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,강남구,37.514887,127.035653
스타벅스,청담사거리,서울특별시 강남구 도산대로 458 (청담동) 리츠타워,강남구,37.5236351,127.04686509999999
스타벅스,한티역,"서울특별시 강남구 도곡로 408, 디마크빌딩 101호 (대치동)",강남구,37.496801,127.055055
스타벅스,역삼초교사거리,서울특별시 강남구 역삼로 123 (역삼동),강남구,37.4941059,127.03299730000003
스타벅스,코엑스몰,서울특별시 강남구 영동대로 513 (삼성동) O103호,강남구,37.513715,127.059245
스타벅스,가로수길,"서울특별시 강남구 논현로175길 94, 1~2층 (신사동)",강남구,37.5231593,127.02162499999997
스타벅스,역삼대로,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",강남구,37.501623,127.039375
스타벅스,역삼포스코,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동)",강남구,37.499721,127.033582
스타벅스,강남대로,"서울특별시 강남구 강남대로 456, 한석타워 2층 1-2호 (역삼동)",강남구,37.50314,127.025546
스타벅스,청담,"서울특별시 강남구 도산대로 532, 인희빌딩 1층 (청담동)",강남구,37.5243631,127.05155990000003
스타벅스,삼성도심공항,서울특별시 강남구 테헤란로87길 33 (삼성동),강남구,37.5097863,127.05791339999996
스타벅스,삼성교,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층",강남구,37.507794,127.06517
스타벅스,학동역,서울특별시 강남구 논현로 704 (논현동),강남구,37.51464884,127.0307302
스타벅스,대치,서울특별시 강남구 도곡로 511 (대치동),강남구,37.49966175,127.0622171
스타벅스,신세계푸드마켓도곡,"서울특별시 강남구 언주로30길 57, 타워팰리스Ⅱ F 지하1층 (도곡동)",강남구,37.490298,127.054895
스타벅스,삼성,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",강남구,37.50689645929321,127.05571872453659
스타벅스,선릉세화빌딩,서울특별시 강남구 테헤란로64길 18 (대치동) 1층,강남구,37.50377562,127.051196
스타벅스,압구정역,"서울특별시 강남구 압구정로 170, 관영빌딩 1층 지하1층 (신사동)",강남구,37.52674095,127.0281105
스타벅스,압구정로,서울특별시 강남구 압구정로42길 32 (신사동),강남구,37.52680046,127.0347174
스타벅스,구역삼사거리,서울특별시 강남구 논현로 401 (역삼동),강남구,37.49592355,127.0388645
스타벅스,큰길타워,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",강남구,37.50236693,127.0407
스타벅스,강남구청역,"서울특별시 강남구 선릉로 669, 웰빙센터 1층 (논현동)",강남구,37.5165849,127.04124330000002
스타벅스,대치역,서울특별시 강남구 남부순환로 2936 (대치동) 107호,강남구,37.493554,127.061874
스타벅스,포이,서울특별시 강남구 논현로 88 (개포동),강남구,37.47781106,127.0451411
스타벅스,아크플레이스,서울특별시 강남구 테헤란로 142 (역삼동),강남구,37.49971982,127.0349084
스타벅스,학여울역,서울특별시 강남구 영동대로 215 (대치동),강남구,37.49803646,127.0684943
스타벅스,선정릉역,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩,강남구,37.51075489999999,127.04455970000003
스타벅스,삼성현대힐,서울특별시 강남구 삼성로 605 (삼성동),강남구,37.51350444312708,127.05273753314826
스타벅스,GS타워,서울특별시 강남구 논현로 508 (역삼동),강남구,37.5018592,127.03727759999992
스타벅스,압구정미소,서울특별시 강남구 논현로 841 (신사동),강남구,37.523912710310014,127.02807214378778
스타벅스,선릉역,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)",강남구,37.50393894,127.0485135
스타벅스,코엑스사거리,서울특별시 강남구 영동대로 616 (삼성동),강남구,37.515351,127.060109
스타벅스,역삼럭키,서울특별시 강남구 도곡로 183 (역삼동),강남구,37.492209,127.039389
스타벅스,신압구정,서울특별시 강남구 언주로174길 29 (신사동),강남구,37.528115,127.036441
스타벅스,아크로힐스논현,"서울특별시 강남구 봉은사로 304, 금강빌딩 1-2층 (역삼동)",강남구,37.509013311862645,127.0403523996554
스타벅스,강남비젼타워,"서울특별시 강남구 테헤란로2길 27, 1층 101호 (역삼동)",강남구,37.4964557,127.02968850000002
스타벅스,압구정로데오역,"서울특별시 강남구 선릉로 836, 삼원빌딩 1,2층 (청담동)",강남구,37.526549,127.040437
스타벅스,르네상스사거리,서울특별시 강남구 테헤란로 306 (역삼동),강남구,37.502721,127.044308
스타벅스,포스코,"서울특별시 강남구 삼성로86길 7, 1층 (대치동)",강남구,37.50576457783876,127.05804488086114
스타벅스,선릉로,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",강남구,37.50498118534617,127.0468080752464
스타벅스,논현힐탑,서울특별시 강남구 논현로 648 (논현동),강남구,37.51159269029387,127.03219311069766
스타벅스,도산가로수길,"서울특별시 강남구 도산대로 134, 2층 (논현동)",강남구,37.51736229999999,127.02329570000006
스타벅스,대치한티,서울특별시 강남구 선릉로 324 (대치동),강남구,37.4984818,127.052066
스타벅스,개포동,서울특별시 강남구 선릉로 34 (개포동),강남구,37.4828551359882,127.0607152444621
스타벅스,수서역사거리,서울특별시 강남구 광평로 280 (수서동),강남구,37.4873267937748,127.103140081887
스타벅스,코엑스아셈타워,서울특별시 강남구 영동대로 517 (삼성동),강남구,37.513019,127.059838
스타벅스,센터필드R,서울특별시 강남구 테헤란로 231 (역삼동),강남구,37.50369465391196,127.04172081609172
스타벅스,도산사거리,서울특별시 강남구 언주로 727 (논현동),강남구,37.51966,127.0341
스타벅스,강남세곡,서울특별시 강남구 헌릉로569길 18 (세곡동),강남구,37.467274319644,127.099929726
스타벅스,대치삼성,서울특별시 강남구 영동대로 237 (대치동),강남구,37.500313,127.066961
스타벅스,언주역,서울특별시 강남구 봉은사로 222 (역삼동),강남구,37.50777565616907,127.0365882862214
스타벅스,강남역신분당역사,서울특별시 강남구 강남대로 396 (역삼동),강남구,37.4970572543978,127.028180714381
스타벅스,삼성역,서울특별시 강남구 테헤란로 620 (대치동),강남구,37.509206962541256,127.06560851480327
스타벅스,테헤란로아남타워,서울특별시 강남구 테헤란로 311 (역삼동),강남구,37.50383,127.04487
스타벅스,강남논현,서울특별시 강남구 강남대로 512 (논현동),강남구,37.5078978596254,127.023338614644
스타벅스,삼성동,서울특별시 강남구 영동대로96길 12 (삼성동),강남구,37.510843366121534,127.06363342044263
스타벅스,청담역,서울특별시 강남구 삼성로 709 (청담동),강남구,37.5194407323478,127.049552661542
스타벅스,압구정현대아파트,서울특별시 강남구 논현로175길 38 (신사동),강남구,37.52521971236768,127.0256601858147
스타벅스,역삼이마트,서울특별시 강남구 역삼로 310 (역삼동),강남구,37.499367,127.048425
스타벅스,강남세곡DT,서울특별시 강남구 헌릉로 727 (세곡동),강남구,37.466993809277,127.118330806807
스타벅스,미아뉴타운,서울특별시 강북구 삼양로 161 (미아동),강북구,37.618319,127.021072
스타벅스,강북구청사거리,서울특별시 강북구 도봉로 365 (수유동),강북구,37.639987861152015,127.0274331199793
스타벅스,미아사거리역,서울특별시 강북구 도봉로 32 (미아동),강북구,37.611809,127.0306971
스타벅스,수유역,서울특별시 강북구 도봉로 342 (번동),강북구,37.6380167,127.02613500000007
스타벅스,미아역,서울특별시 강북구 도봉로 196 (미아동),강북구,37.626148,127.026578
스타벅스,파라스파라서울,서울특별시 강북구 삼양로 689 (우이동) 파라스파라서울 지하1층,강북구,37.66419549576315,127.01040728594249
스타벅스,발산역사거리,서울특별시 강서구 공항대로 248 (마곡동),강서구,37.558509,126.835096
스타벅스,마곡역,서울특별시 강서구 공항대로 168 (마곡동),강서구,37.559611,126.826298
스타벅스,우장산역,서울특별시 강서구 강서로 267 (내발산동),강서구,37.549510038803994,126.83606164803061
스타벅스,마곡사이언스타워R,서울특별시 강서구 마곡동로 62 (마곡동),강서구,37.5605261,126.833887
스타벅스,방화DT,서울특별시 강서구 방화대로 375 (방화동),강서구,37.574456834773024,126.81648812379821
스타벅스,마곡나루역,서울특별시 강서구 마곡중앙로 161-17 (마곡동),강서구,37.56813,126.82614
스타벅스,마곡GMG,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",강서구,37.560487,126.829667
스타벅스,가양역,서울특별시 강서구 양천로 476 (등촌동),강서구,37.561640,126.853327
스타벅스,화곡DT,서울특별시 강서구 등촌로 57 (화곡동),강서구,37.5350107501795,126.86318804786
스타벅스,양천향교역,서울특별시 강서구 강서로 463 (마곡동),강서구,37.566964,126.840731
스타벅스,화곡동,서울특별시 강서구 화곡로 142(화곡동),강서구,37.540619019726435,126.83738800870792
스타벅스,등촌,서울특별시 강서구 공항대로 329 (등촌동),강서구,37.5582043,126.84433919999992
스타벅스,염창역,서울특별시 강서구 공항대로 627 (염창동),강서구,37.547359,126.874436
스타벅스,발산역,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,강서구,37.56033,126.839279
스타벅스,까치산역,서울특별시 강서구 강서로13길 3 (화곡동),강서구,37.5323235082489,126.84612332664443
스타벅스,염창대로,"서울특별시 강서구 양천로 744 (염창동), 101호",강서구,37.5485479128966,126.878259347206
스타벅스,발산역5번출구,"서울특별시 강서구 강서로52길 43 (내발산동, DH647), 1층 일부",강서구,37.5579224739977,126.84054030692
스타벅스,화곡역8번출구,"서울특별시 강서구 강서로 179 (화곡동), 1층 일부",강서구,37.54227920628,126.839299954553
스타벅스,강서우장산,"서울특별시 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워), 116/117/118/119/120호",강서구,37.54661114997271,126.83611326062484
스타벅스,등촌대로,"서울특별시 강서구 공항대로 543 (염창동, 센터스퀘어)",강서구,37.55101,126.86638
스타벅스,가양역사거리,"서울특별시 강서구 화곡로 416 (등촌동) 가양더스카이벨리5차 지식산업센터 101, 102, 114,~117호",강서구,37.56007,126.855372
스타벅스,내발산,"서울특별시 강서구 강서로 323 (내발산동), 101/102호",강서구,37.55467,126.83672
스타벅스,마곡웰튼,"서울특별시 강서구 마곡중앙5로 22 (마곡동), 104/105/106호",강서구,37.5671428910102,126.825315150636
스타벅스,김포공항DT,서울특별시 강서구 개화동로 517 (방화동),강서구,37.56627942080141,126.8060664470359
스타벅스,강서NC,서울특별시 강서구 강서로56길 17 (등촌동),강서구,37.560088,126.840534
스타벅스,마곡나루공원,서울특별시 강서구 마곡중앙5로 47 (마곡동),강서구,37.567007,126.822246
스타벅스,송정역,"서울특별시 강서구 공항대로 38 (공항동), 1층 일부",강서구,37.56105570786667,126.81150987871888
스타벅스,강서구청사거리,서울특별시 강서구 화곡로 350 (화곡동),강서구,37.5549266,126.8523133
스타벅스,낙성대역,서울특별시 관악구 남부순환로 1908 (봉천동),관악구,37.477760129939064,126.96114261955485
스타벅스,관악서울대입구R,서울특별시 관악구 관악로 158 (봉천동),관악구,37.47932480888598,126.95270199623682
스타벅스,신림DT,서울특별시 관악구 남부순환로 1419 (신림동),관악구,37.480935,126.908407
스타벅스,서울대역,서울특별시 관악구 남부순환로 1817 (봉천동),관악구,37.48166265091104,126.9520164977362
스타벅스,낙성대DT,서울특별시 관악구 남부순환로 1948 (봉천동),관악구,37.476243169019526,126.96511724631266
스타벅스,사당,서울특별시 관악구 남부순환로 2082-25,관악구,37.476137,126.980928
스타벅스,보라매대교,서울특별시 관악구 보라매로3길 23 (봉천동) 1층,관악구,37.491449,126.925432
스타벅스,신림,서울특별시 관악구 신림로 355-1 (신림동),관악구,37.48609493,126.9291602
스타벅스,신림타임스트림,서울특별시 관악구 신림로 330 타임스트림 1층,관악구,37.48407101920536,126.93025831103377
스타벅스,서울대입구역,서울특별시 관악구 남부순환로 1812 (봉천동),관악구,37.481207389699065,126.95140060487287
스타벅스,서울대입구역8번출구,서울특별시 관악구 남부순환로 1831 (봉천동),관악구,37.4812061,126.9536942
스타벅스,봉천역,서울특별시 관악구 남부순환로 1730 (봉천동),관악구,37.4820375340064,126.942287792538
스타벅스,건국대,서울특별시 광진구 능동로 117 (화양동),광진구,37.5415592,127.0711244
스타벅스,어린이대공원역,서울특별시 광진구 능동로 243 (군자동),광진구,37.551946,127.076404
스타벅스,아차산역,서울특별시 광진구 천호대로 676 (구의동),광진구,37.550627971861786,127.08996418808603
스타벅스,올림픽대교북단,서울특별시 광진구 광나루로 608 (구의동),광진구,37.541129,127.09524
스타벅스,구의DT,서울특별시 광진구 광나루로 519 (구의동),광진구,37.54529838924125,127.0871967283424
스타벅스,자양사거리,서울특별시 광진구 아차산로 355,광진구,37.5371158,127.0825821
스타벅스,군자역,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩,광진구,37.557039737222325,127.07888067387708
스타벅스,광나루,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)",광진구,37.5473711178786,127.106048727555
스타벅스,건대스타시티,서울특별시 광진구 아차산로 262 (자양동),광진구,37.538544,127.073009
스타벅스,건대입구,서울특별시 광진구 능동로 107 (화양동),광진구,37.5406604,127.07072249999999
스타벅스,구의역,서울특별시 광진구 아차산로 373 (구의동),광진구,37.53698,127.084015
스타벅스,광장,서울특별시 광진구 아차산로 537-17 (광장동),광진구,37.54261257747251,127.09964053100874
스타벅스,건국클래식,서울특별시 광진구 능동로 90 (자양동) 더 클래식500,광진구,37.538466,127.071271
스타벅스,건대후문,서울특별시 광진구 능동로 172 (화양동),광진구,37.54603056145237,127.07381934747977
스타벅스,중곡역,"서울특별시 광진구 능동로 400 (중곡동) 1층 108,109,110,111,112,118 6개호실",광진구,37.565057005115804,127.08445231025851
스타벅스,자양이마트,서울특별시 광진구 아차산로 272 (자양동) 지하1층,광진구,37.537817,127.072597
스타벅스,자양역,"서울특별시 광진구 능동로 18 (자양동, 이튼타워리버3차)",광진구,37.532684640479,127.067878503557
스타벅스,화양삼거리,서울특별시 광진구 광나루로 374 (화양동),광진구,37.54774853077512,127.07126924540047
스타벅스,군자사거리,서울특별시 광진구 천호대로 549 (중곡동) 1층,광진구,37.55769507399991,127.079087912222
스타벅스,금천구청역,"서울특별시 금천구 시흥대로73길 67 (시흥동), 엠메디컬타워 1층",금천구,37.45588672536701,126.89568245942294
스타벅스,가산에스케이,"서울특별시 금천구 가산디지털1로 171 (가산동), SK V1센터 1층",금천구,37.48082408602027,126.88100079322535
스타벅스,독산사거리,서울특별시 금천구 시흥대로 426 (독산동),금천구,37.47158263368701,126.89860551804541
스타벅스,금천시흥,서울특별시 금천구 시흥대로 164 (시흥동),금천구,37.44875938266414,126.90323875981919
스타벅스,가산디지털단지역,"서울특별시 금천구 벚꽃로 298 (가산동), 대륭포스트타워 6차 1층",금천구,37.48135375445197,126.88358906045958
스타벅스,금천독산,서울특별시 금천구 두산로 70 (독산동),금천구,37.46957081,126.89565779
스타벅스,가산디지털,"서울특별시 금천구 가산디지털1로 168 (가산동), 우림라이온스밸리 B동 1층",금천구,37.480050688166365,126.88246896653567
스타벅스,마리오아울렛,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,금천구,37.47860691180926,126.88484825777416
스타벅스,가산브이타워,"서울특별시 금천구 가산디지털1로 128 (가산동), V-TOWER 1층",금천구,37.47700409645337,126.88355058577785
스타벅스,가산그레이트,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 (가산동)",금천구,37.47955080325422,126.88727191931528
스타벅스,독산역,"서울특별시 금천구 가산디지털1로 16 (가산동), 107-2, 1층",금천구,37.46770966619833,126.88767404102677
스타벅스,가산퍼블릭,"서울특별시 금천구 디지털로 178 (가산동), B동 F Park 1층",금천구,37.47574363470601,126.88684803652211
스타벅스,가산현대아울렛,"서울특별시 금천구 디지털로10길 9 (가산동), 1층 일부",금천구,37.477680443,126.888840553
스타벅스,가산케이에스,"서울특별시 금천구 벚꽃로36길 30 (가산동), 가산KS타워 1층",금천구,37.48089352069766,126.88515566597013
스타벅스,월계역,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)",노원구,37.6295,127.0574
스타벅스,월계트레이더스,서울특별시 노원구 마들로3길 15 (월계동),노원구,37.628005505180184,127.06135422465171
스타벅스,상계초교사거리,서울특별시 노원구 노원로 449 (상계동),노원구,37.656776,127.066442
스타벅스,공릉DT,서울특별시 노원구 동일로 1015 (공릉동),노원구,37.6206884,127.0743116
스타벅스,노원마들역,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)",노원구,37.66096974571308,127.05790201020926
스타벅스,공릉역,서울특별시 노원구 동일로 1081 (공릉동),노원구,37.626337,127.072252
스타벅스,은행사거리,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)",노원구,37.65048737,127.0759861
스타벅스,노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)",노원구,37.654562,127.063617
스타벅스,광운대,서울특별시 노원구 석계로 104 (월계동),노원구,37.6231479,127.06070090000003
스타벅스,중계역,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)",노원구,37.64817,127.062244
스타벅스,노원역,서울특별시 노원구 동일로 1413 (상계동) 1층,노원구,37.654751,127.060034
스타벅스,월계이마트,서울특별시 노원구 마들로3길 15 (월계동),노원구,37.626545552275125,127.06203271091593
스타벅스,태릉입구역DT,서울특별시 노원구 화랑로 469 (공릉동),노원구,37.61942,127.07932
스타벅스,노원상계,서울특별시 노원구 동일로215길 2 (상계동),노원구,37.651535,127.061026
스타벅스,창동이마트,서울특별시 도봉구 노해로65길 4 (창동),도봉구,37.651658491435505,127.04686598939148
스타벅스,쌍문역,서울특별시 도봉구 도봉로 480 (창동),도봉구,37.648456,127.034783
스타벅스,도봉구청,서울특별시 도봉구 마들로 665 (도봉동),도봉구,37.6695034764443,127.04603799266
스타벅스,쌍문도봉로,서울특별시 도봉구 도봉로 444 (창동),도봉구,37.6453516,127.0331011
스타벅스,도봉로DT,서울특별시 도봉구 도봉로 635 (쌍문동),도봉구,37.6611805929041,127.041630065957
스타벅스,방학역,"서울특별시 도봉구 도봉로 684 (방학동)101,102,113,114,115호",도봉구,37.6653125,127.0433125
스타벅스,창동역,서울특별시 도봉구 마들로13길 61 (창동),도봉구,37.6545021055909,127.049672533607
스타벅스,노량진동,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호",동작구,37.513068,126.946537
스타벅스,남성역,서울특별시 동작구 사당로 219 (사당동),동작구,37.4841198,126.9725739
스타벅스,상도역,서울특별시 동작구 상도로37길 1 (상도1동),동작구,37.5031936,126.9484581
스타벅스,보라매공원R,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",동작구,37.49191014040362,126.92354836012281
스타벅스,이수자이,서울특별시 동작구 사당로 300 (사당동 이수자이),동작구,37.484414,126.980047
스타벅스,노량진역,서울특별시 동작구 노량진로 134 (노량진동),동작구,37.51339,126.940879
스타벅스,신대방삼거리역,서울특별시 동작구 상도로 102 (상도동),동작구,37.50034872148687,126.93198758957686
스타벅스,중앙대,서울특별시 동작구 흑석로 75-1 (흑석동),동작구,37.506933,126.958125
스타벅스,숭실대입구역,서울특별시 동작구 상도로 354 (상도동),동작구,37.4968346,126.95271230000003
스타벅스,숭실대,서울특별시 동작구 사당로 4 (상도동),동작구,37.49538073,126.9548891
스타벅스,사당역,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",동작구,37.47849216,126.9813456
스타벅스,서강대프라자,서울특별시 마포구 백범로 35 (신수동),마포구,37.551073,126.943096
스타벅스,상암YTN,서울특별시 마포구 상암산로 76 (상암동),마포구,37.579314265546294,126.89221044590168
스타벅스,마포용강동,서울특별시 마포구 토정로 295 (용강동),마포구,37.541186,126.942209
스타벅스,홍대입구역사거리R,서울특별시 마포구 양화로 125 (서교동),마포구,37.554636,126.92036
스타벅스,마포경찰서후문,서울특별시 마포구 마포대로 173-14 (아현동),마포구,37.550800,126.953432
스타벅스,공덕,서울특별시 마포구 마포대로 130 (공덕동),마포구,37.545913,126.952956
스타벅스,합정폴리스R,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",마포구,37.5509,126.9134
스타벅스,홍대공항철도역,서울특별시 마포구 양화로 178 (동교동),마포구,37.557491,126.925146
스타벅스,마포염리,서울특별시 마포구 독막로 311 (염리동),마포구,37.543876,126.94768
스타벅스,서강광흥창역,서울특별시 마포구 서강로 69 (창전동),마포구,37.549377,126.931661
스타벅스,합정,"서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2",마포구,37.54997888236882,126.91254036891405
스타벅스,서강대흥역,서울특별시 마포구 백범로 89-5 (대흥동),마포구,37.548178,126.941576
스타벅스,서교동사거리,서울특별시 마포구 양화로 105 (서교동),마포구,37.553376,126.918564
스타벅스,상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동),마포구,37.581462210224295,126.88878549621795
스타벅스,신촌오거리,서울특별시 마포구 신촌로16길 10 (노고산동),마포구,37.555137,126.934694
스타벅스,상암디지털큐브,서울특별시 마포구 상암산로 34,마포구,37.57613521806125,126.88892643460335
스타벅스,상수역,서울특별시 마포구 독막로 88 (상수동),마포구,37.5474817,126.92321579999998
스타벅스,공덕오거리,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,마포구,37.5424641,126.95057730000008
스타벅스,서강대,서울특별시 마포구 백범로 23 (신수동),마포구,37.5524584,126.9378262
스타벅스,상암MBC,서울특별시 마포구 성암로 267 (상암동),마포구,37.58094223885055,126.89158543354138
스타벅스,홍대역,"서울특별시 마포구 양화로 165, 상진빌딩 1층 (동교동)",마포구,37.557175,126.923654
스타벅스,동교,"서울특별시 마포구 월드컵북로 22, 영준빌딩 1층 (동교동)",마포구,37.556928,126.919819
스타벅스,애오개역,"서울특별시 마포구 마포대로 201, 마포트라팰리스II (아현동)",마포구,37.5523207784261,126.955694482104
스타벅스,상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",마포구,37.57770031657981,126.8909363638002
스타벅스,마포일진빌딩,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",마포구,37.54043451,126.9463168
스타벅스,마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,마포구,37.5413348427548,126.948866602054
스타벅스,홍대삼거리,서울특별시 마포구 와우산로 64 (상수동),마포구,37.55024764,126.9232823
스타벅스,망원역,서울특별시 마포구 월드컵로 74 (서교동),마포구,37.555829,126.910637
스타벅스,마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,마포구,37.542421,126.953341
스타벅스,합정메세나몰,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",마포구,37.55005846963587,126.91355876250871
스타벅스,아현역대로,서울특별시 마포구 신촌로 262 (아현동),마포구,37.557097,126.954834
스타벅스,디지털미디어시티역,서울특별시 마포구 성암로 179 (상암동),마포구,37.57614872684475,126.89894785452836
스타벅스,홍대역8번출구,서울특별시 마포구 양화로 166 (동교동),마포구,37.556743503599,126.924166543608
스타벅스,합정푸르지오,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오)",마포구,37.55094290761422,126.9124826592047
스타벅스,홍대동교,서울특별시 마포구 양화로 192 (동교동),마포구,37.5583280533329,126.926246501876
스타벅스,망원한강공원,서울특별시 마포구 마포나루길 435 (망원동),마포구,37.55397484916793,126.89592784171348
스타벅스,마포구청역,서울특별시 마포구 월드컵로 200 (성산동) 1층 일부,마포구,37.5649569864623,126.902554646241
스타벅스,가재울뉴타운,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이2단지별동상가1층)",서대문구,37.57507214454173,126.91635993282007
스타벅스,남가좌사거리,"서울특별시 서대문구 거북골로 84 (남가좌동, DMC에코자이104동)",서대문구,37.577386,126.920815
스타벅스,신촌역,서울특별시 서대문구 신촌로 73 (창천동),서대문구,37.55625738,126.934653
스타벅스,연희동,서울특별시 서대문구 연희로 97 (연희동),서대문구,37.566702,126.930475
스타벅스,아현역,"서울특별시 서대문구 신촌로35길 10 (북아현동, e편한세상신촌 4단지)",서대문구,37.558421,126.956349
스타벅스,홍제역,서울특별시 서대문구 통일로 451 (홍제동),서대문구,37.588658,126.943864
스타벅스,연세백양로,서울특별시 서대문구 연세로 50 (신촌동) 연세대학교,서대문구,37.562874457,126.937440049
스타벅스,연희DT,서울특별시 서대문구 연희로 144 (연희동),서대문구,37.5702143,126.9339777
스타벅스,경기대,서울특별시 서대문구 충정로 53 (충정로2가),서대문구,37.56367995,126.9646045
스타벅스,신촌,서울특별시 서대문구 연세로 10-1 (창천동),서대문구,37.55648577,126.9371155
